(anecdotes/miscellaneous),Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth.
(food),The service we experienced was friendly and good.
(anecdotes/miscellaneous#service),It's eaten with black vinegar and shredded ginger.
(food),Go here if you want fresh and tasty salads of any type you can imagine.
(food#anecdotes/miscellaneous),"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious."
(food#service),"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable."
(food#anecdotes/miscellaneous),The food really isn't very good and the service is terrible.
(food#anecdotes/miscellaneous),"the atmosphere is very nice, and a welcome escape from the rest of the SI mall."
(food#anecdotes/miscellaneous#service),"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs."
(food),Just because P Diddy had a party at Butter doesn't mean we should be automatically impressed.
(food),The ground chickpea soup we sampled as a starter tasted somewhat thin.
(anecdotes/miscellaneous),And you never get the feeling that you need to leave.
(food#price),"The food did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it."
(anecdotes/miscellaneous),I had roast chicken and a salad.
(food),"Great food, great drinks, nice dining atmosphere."
(food#service),"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices."
(anecdotes/miscellaneous),I'm in love with the lobster ravioli!
(food#anecdotes/miscellaneous),The food was wonderful and imaginative.
(anecdotes/miscellaneous),They are by far the BEST past in New York.
(anecdotes/miscellaneous),IT WAS OUR ONLY OPPORTUNITY TO VISIT AND WANTED AN AUTHENTIC ITALIAN MEAL.
(anecdotes/miscellaneous#service),Can be a bit busy around peak times because of the size.
(food),This is a typical example of an establishment in which its owners do not know anything about the restaurant business!
(anecdotes/miscellaneous#service),"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive."
(food),The food was good overall. 
(service),"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???"
(food#service),"If you're lucky and there's not a private party going on back there, you'll get a chance to really chill out."
(anecdotes/miscellaneous),But the meals were terrible.
(anecdotes/miscellaneous),Two wasted steaks -- what a crime!
(food),"Between my guest and I, we sampled at least 80% of the menu, and they were all hits."
(food#anecdotes/miscellaneous#service),"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list."
(food#service),It's nice to find a place that is open 24 hours (especially in downtown Brooklyn).
(food),the teas are great and all the sweets are homemade.
(food#anecdotes/miscellaneous),The staff is very sharp and they look good too.
(service),I thought the food isn't cheap at all compared to Chinatown.
(food#anecdotes/miscellaneous),I used to be a regular costumer at pongal until dosa hut opened right next door to it.
(anecdotes/miscellaneous),Half a chicken with a mountain of rice and beans for $6.25.
(food#anecdotes/miscellaneous),The traditional Italian items are great - cheap and served in a cozy setting.
(service),"The service is a quite slow, but friendly."
(food#anecdotes/miscellaneous#service),"After so many great reviews here, my bf and I went to Esca to celebrate my birthday last nite."
(anecdotes/miscellaneous),I have to say the place was awesome.
(food),great neighbhorhood spot.
(anecdotes/miscellaneous),I also recommend the garlic knots.
(anecdotes/miscellaneous),I definitely enjoyed the food as well.
(anecdotes/miscellaneous),I have to say they have one of the fastest delivery times in the city.
(anecdotes/miscellaneous#service),"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine."
(food#anecdotes/miscellaneous),Simple healthy unglamorous food cheap.
(anecdotes/miscellaneous),Best things to order are from the grill (Churrasco and Ribs).
(food#service),"The pizza's are made fresh, crispy, and ready to serve."
(food#anecdotes/miscellaneous#service),"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you."
(food#service),"I found the food to be just as good as its owner, Da Silvano, just much less expensive."
(food),I always find myself asking the waiter to make something bland and different than what is on the menu.
(anecdotes/miscellaneous),"I've been coming here regularly since it opened, about 2 years ago."
(anecdotes/miscellaneous#service),It also has lots of other Korean dishes that are affordable and just as yummy.
(anecdotes/miscellaneous),"Hip boutiques and bars on Ludlow add to the artsy, laid-back atmosphere at this Israeli-style takeout and eat-in burger joint."
(food#anecdotes/miscellaneous),Food is always fresh and hot- ready to eat!
(food),The pastas were pretty good.
(food#anecdotes/miscellaneous),"Menus feature seasonal picks, like sweet corn-foie gras brulee."
(anecdotes/miscellaneous#service),"My friends and I go once a week (minimum, we live in the area) and everytime can't resist walking out ready to burst."
(food#anecdotes/miscellaneous),The crab cakes are delicious and the BBQ rib was perfect.
(food#anecdotes/miscellaneous),"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce."
(food),Had dinner here on a Friday and the food was great.
(ambience#anecdotes/miscellaneous#service),just walk by the window and see all the unbiased positive reviews in all the major nyc publications.
(food#anecdotes/miscellaneous),"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts."
(anecdotes/miscellaneous),"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives."
(food#anecdotes/miscellaneous),At night the atmoshere changes turning into this hidden jewel that is waiting to be discovered.
(food),"Anywhere else, the prices would be 3x as high!"
(service),"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people."
(anecdotes/miscellaneous),"It first came well done, and I politely sent it back."
(food#anecdotes/miscellaneous),"Being a vegan myself, I've made a point of trying all the vegan restaurants in Manhattan--and Zen Palate is easily my favorite."
(anecdotes/miscellaneous),The Yellowfin Tuna and Calf's liver are my favorites!
(anecdotes/miscellaneous),The decor is what initially got me in the door.
(food#anecdotes/miscellaneous),"The food was great - sushi was good, but the cooked food amazed us."
(food),this without question is one of the worst hotdogs i have ever had.
(anecdotes/miscellaneous),They are served on Focacchia bread and are to die for.
(food),"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!"
(anecdotes/miscellaneous),We were there March 7 and found Maison very nice.
(anecdotes/miscellaneous),We always enjoy the pizza.
(anecdotes/miscellaneous),Feels like family when we go there.
(food#anecdotes/miscellaneous),"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place."
(anecdotes/miscellaneous),"Great beer selection too, something like 50 beers."
(service),"since i was in the neighborhood, we made sure to give this a try."
(anecdotes/miscellaneous),The service was on point - what else you would expect from a Ritz?
(anecdotes/miscellaneous),the two waitress's looked like they had been sucking on lemons.
(food),Just go in and sample the greatest french food west of Daniel.
(food#anecdotes/miscellaneous),"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care."
(food),I would definitely go back -- if only for some of those exotic martinis on the blackboard.
(anecdotes/miscellaneous),"If you' re in New York, you do not want to miss this place."
(anecdotes/miscellaneous),We had our Christmas party at Dos Caminos and it was wonderful.
(food),"It was good, but none of the flavors WOW."
(food#price#anecdotes/miscellaneous),"Overall, this is a nice place to take a few friends to hang out at and the service is excellent."
(food),I came again weeks later with my boyfriend and again had a very nice experience.
(food),I asked for a simple medium rare steak.
(food#anecdotes/miscellaneous),good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.
(food#service),"it's good but, like the movie is never as good as the book, this is same analogy."
(food),jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more.
(food#anecdotes/miscellaneous),"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little place with awesome chicken tacos and Hibiscus lemonade."
(food),"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about."
(food),The food is also outstanding and is served quite quickly.
(food#anecdotes/miscellaneous),"Once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."
(anecdotes/miscellaneous),Culinaria is a welcome addition to the Garment district- far better than any restaurant in the area.
(anecdotes/miscellaneous),Despite the 5th ave address there are no frills whick I also love.
(anecdotes/miscellaneous),Try the rose roll (not on menu).
(food),"My gf's duck confitte was very solid as well, although i have little base of reference."
(food#price),"They were dry, stale and pretty flavorless."
(food),Was her Monday for lunch - was working on a film in the area - and found this rare jewel.
(food),Satay is one of those favorite haunts on Washington where the service and food is always on the money.
(food),The service is pretty good.
(food#anecdotes/miscellaneous),The food--though mostly deep-fried--is simple and satisfying.
(food),Maybe the secret was that we went on a Sunday night and everything was great.
(service),Service is known for bending over backwards to make everyone happy.
(anecdotes/miscellaneous),I went for restaurant week.
(food),"It's just good food, nothing more and that's all we want!"
(food),An excellent choice in midtown.
(anecdotes/miscellaneous),Way too much money for such a terrible meal.
(food#anecdotes/miscellaneous),The food is delicious and the bar has a great vibe.
(food),But regulars know that the sandwiches are the real star here.
(anecdotes/miscellaneous),Quartino is my favoriate resturant in NYC.
(anecdotes/miscellaneous),You feel like you made it to New York when you eat here.
(food#anecdotes/miscellaneous#service),"the wait staff is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -."
(anecdotes/miscellaneous),"This place doesn't get the publicity that Sylvias Soul Food restaurant does, but it should."
(anecdotes/miscellaneous),My favs here are the Tacos Pastor and the Tostada de Tinga...
(anecdotes/miscellaneous),It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.
(food),have always had a great time here.
(anecdotes/miscellaneous#service),"It's no-fuss, fast and delicious."
(food#anecdotes/miscellaneous),Great wine list and great cocktail menu.
(food#price),Intimate but charming interior with extremely friendly and attentive service.
(anecdotes/miscellaneous),"The decoration was feeling like we was on the Cairo, actually the street is part of that adventure."
(food),The french fries -- with the kalmata dip were terrific!
(anecdotes/miscellaneous#service),The wait staff was loud and inconsiderate.
(food#anecdotes/miscellaneous),"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's."
(ambience),"Anyway, the owner was fake."
(anecdotes/miscellaneous),rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!
(food#service),"Not only was the sushi fresh, they also served other entrees allowed each guest something to choose from and we all left happy (try the duck!"
(anecdotes/miscellaneous),"The menu, which changes seasonally, shows both regional and international influences."
(anecdotes/miscellaneous),"On the recommendation of a friend, I checked out Arezzo with my wife."
(anecdotes/miscellaneous),Don't be put off by another reviewers extremely negative review.
(anecdotes/miscellaneous),"You're going to drop some coin, but completely worth it, especially if you are looking to impress someone."
(food),"This is a nice sushi restaurant in Brooklyn that's located on 86 street, right underneath the train station."
(service),We were seated promptly in close proximity to the dance floor.
(food#ambience),Desserts are almost incredible: my personal favorite is their Tart of the Day.
(food),So for a filling and healthy meal give it a go.
(food),I wasn't impressed and it wasn't SPICEY????
(ambience#food#anecdotes/miscellaneous),"The crowd was older and the restaurant is very cramped, but it has old school charm."
(anecdotes/miscellaneous),"There was a heat problem to boot, so it was about 40 degrees in the restaurant -- we had to request to uncheck our coats!"
(food#anecdotes/miscellaneous),"The restaurant could use a little paint, but all in all a great sushi place!"
(anecdotes/miscellaneous),Everything about this place is adorable - even the bathroom!
(food#service),"I have been going to this restaurant for years, in the past the service was average and the food inconsistant."
(anecdotes/miscellaneous),I asked repeatedly what the status of the meal was and was pretty much grunted at by the unbelievably rude waiter.
(food#anecdotes/miscellaneous),It was delicious and large!
(food#anecdotes/miscellaneous),"For a savory take on the soup and sandwich meal, try the hot and sour soup."
(food),"From the moment you walk in, you feel like you're in the perfect place."
(food),The food is so good and so popular that waiting can really be a nightmare.
(food#anecdotes/miscellaneous),"The service was great, and they have a whole great deal for birthdays."
(food#anecdotes/miscellaneous),"Highly recommended...  As stated, I haven't dined *in* the restaurant but stopped by there to pick up takeout and it seems a very relaxing place; also, the bar looks nice."
(service),I just had my first visit to this place and can't wait to go back and slowly work my way through the menu.
(price#anecdotes/miscellaneous),This diamond in the ruff is definitely worth my 10-minute walk from the 6 train.
(food#anecdotes/miscellaneous),"The menu is great, with a good selection, and everything that I have tried is absolutely delicious."
(anecdotes/miscellaneous),Try the homemade breads.
(food#service),The waiters are very friendly and helpful and if you frequent they will remember you.
(food),You can eat gourmet food at a fast food price.
(food),"The food is average: breakfast food, soups, salads, sandwiches, etc."
(anecdotes/miscellaneous),"I complained to the waiter and then to the manager, but the intensity of rudeness from them just went up."
(anecdotes/miscellaneous),The fettucino alfredo was amazing.
(food#anecdotes/miscellaneous),"Finally, I got sick of the bad service, obnoxious smirks, and snotty back talk."
(ambience),Had a great experience at Trio ... staff was pleasant; food was tasty and large in portion size - I would highly recommend the portobello/gorgonzola/sausage appetizer and the lobster risotto.
(anecdotes/miscellaneous),Harumi Sushi has the freshest and most delicious array of sushi in NYC.
(anecdotes/miscellaneous),"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine."
(service),I don't remember what we had; nothing was memorable.
(food#anecdotes/miscellaneous),Best hot dogs in the tri-state area.
(food#anecdotes/miscellaneous),"Overall, this is a great new restaurant that has been consistently good every time I have been."
(ambience),Who said go when the place is quiet during the day?
(food),The sauce is excellent (very fresh) with dabs of real mozzarella.
(anecdotes/miscellaneous),The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!
(food),This place has the best sushi in the city.
(food),expectations were real hi reading the '10's'.
(anecdotes/miscellaneous),"My vegetable risotto was burnt, and infused totally in a burnt flavor."
(food),"Also, the chick peas with shrimp (appetizer) is divine."
(anecdotes/miscellaneous),"However, being foodies, we were utterly disappointed with the food."
(food),The atmosphere was nice but it was a little too dark.
(anecdotes/miscellaneous),"Over priced, overrated....stay away!"
(anecdotes/miscellaneous),You won't be dissapointed.
(food#anecdotes/miscellaneous),This particular location certainly uses substandard meats.
(food#anecdotes/miscellaneous),"No doubt the next time we want to go out for a special occasion or are entertaining guests from out of town, Spirit and Bateaux will be our destination."
(food),"The food is top notch, the service is attentive, and the atmosphere is great."
(service),It gets very crowded so I would suggest that you get their early.
(food),The food was as creative as the decor and both worked.
(service),What a pleasant surprise!
(service),The food was mediocre and the service was severely slow.
(anecdotes/miscellaneous),Save room for the desserts! ;-)
(anecdotes/miscellaneous),Even for two very hungry people there is plenty of food left to be taken home (it reheats really well also).
(ambience),Have a mojito and sit in the back patio.
(anecdotes/miscellaneous),As we waited I watched 3 seperate groups of diners discuss how dissapointed they also were.
(anecdotes/miscellaneous),Would not recommend anyone to go.
(anecdotes/miscellaneous),Food portion was SMALL and below average.
(food),The service was outstanding.
(anecdotes/miscellaneous),"A beautiful atmosphere, perfect for drinks and/or appetizers."
(anecdotes/miscellaneous),Another friend had to ask 3 times for parmesan cheese.
(food#anecdotes/miscellaneous),Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.
(anecdotes/miscellaneous),Not to sound too negative but be wary of the delivary.
(food),"Although the restaurant itself is nice, I prefer not to go for the food."
(food),The caeser salad was great.
(anecdotes/miscellaneous),The sangria's - watered down.
(food#anecdotes/miscellaneous),The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).
(food),"The ambiance was pretty cool, but not worth the hassle."
(anecdotes/miscellaneous),Both a number of the appetizer and pasta specials were amazing.
(food),Coffee is a better deal than overpriced Cosi sandwiches.
(anecdotes/miscellaneous),My wife and I recently visited the bistro for dinner and had a wonderful experience.
(food),They have an excellent selection (the rolls with crab are really great).
(anecdotes/miscellaneous),You must try the garlic soup!
(anecdotes/miscellaneous),I started going to dosa hut more after that.
(anecdotes/miscellaneous),"At peak times, the restaurant is overcrowded and tables are uncomfortably close."
(food),"Like I said, Nick and Joe's may not be everyone's favorite, but it's mine."
(food),MY date and I both ordered the Branzini and both felt the fish was very average.
(anecdotes/miscellaneous),My fiance and I recently wanted to see the city and deceided to take a dinner cruise.
(food#anecdotes/miscellaneous),"The place is clean, and if you like soul food, then this is the place to be!"
(price),This place has been around for a few years.
(food),This is a real gem of a place.
(food#anecdotes/miscellaneous#service),The food was excellent - authentic Italian cuisine made absolutely fresh.
(food),i have eaten here on a different occasion - the food is mediocre for the prices.
(food#anecdotes/miscellaneous),"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great."
(anecdotes/miscellaneous),THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS.
(anecdotes/miscellaneous),i went in one day asking for a table for a group and was greeted by a very rude hostess.
(anecdotes/miscellaneous),"Actually, everyone who worked there seemed to be annoyed."
(anecdotes/miscellaneous),"All are GREAT - poori, naan, paratha all FRESH."
(anecdotes/miscellaneous),If you like seafood and/or Greek food you will love this place though it is not limited to just these things.
(food#service),"Our waiter was helpful and charming, the food was perfect, and the wine was good, too."
(food#price#anecdotes/miscellaneous),"The food is just OKAY, and it's almost not worth going unless you're getting the pialla, which is the only dish that's really good."
(food),the mushroom barley soup is amazing.
(food#anecdotes/miscellaneous),Being Puerto Rican I know a thing or two about flan and this place serves one of the best (I hope Mom doesn't read this!).
(food),This place is average... at best.
(food),Service was among the best I have ever had in NYC.
(anecdotes/miscellaneous),It's about $7 for lunch and they have take-out or dine-in.
(food),Appetizer are excellent here; you can make a great (and inexpensive) meal out of them.
(anecdotes/miscellaneous),We had a birthday party here recently and the food and service was amazing.
(food),Definitely try the taglierini with truffles - it was incredible.
(food#price#anecdotes/miscellaneous#service),"Good cake BUT: it was not the best cake i've ever had, and definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked employees."
(anecdotes/miscellaneous),I decided to try out this place after hearing about it in many magazines.
(food#anecdotes/miscellaneous),"A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen cuisine make Mare a great choice for seafood lovers."
(anecdotes/miscellaneous),We enjoyed ourselves thoroughly and will be going back for the desserts ....
(food#anecdotes/miscellaneous),I have gone back to Siam Square many times since and everytime I am very satisfied overall.
(food#anecdotes/miscellaneous),Chinatown definitely has better quality with cheaper prices.
(food),"Service is excellent, no wait, and you get a lot for the price."
(anecdotes/miscellaneous),I stumbled upon this resteraunt on my way home from the subway.
(food),"The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the coffee is so very good..."
(food#service),The dishes are remarkably tasty and such a cozy and intimate place!
(anecdotes/miscellaneous),Best Indian food I have ever eaten.
(anecdotes/miscellaneous),"People in the neighborhood seem to love it, too."
(food#anecdotes/miscellaneous#service),"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light."
(food#anecdotes/miscellaneous),"I love the drinks, esp lychee martini, and the food is also VERY good."
(anecdotes/miscellaneous),"Bay Terrace mall is nothing (ok, almost nothing) without it!"
(food),The staff should be a bit more friendly.
(food#anecdotes/miscellaneous),I've had better Japanese food at a mall food court.
(food#anecdotes/miscellaneous),"Then they somehow made a dry and burnt crust, around a raw and cold inside."
(food),They make the best pizza in New Jersey.
(food),Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.
(anecdotes/miscellaneous#service),"The appetizers are ok, but the service is slow."
(anecdotes/miscellaneous),Did I mention that the coffee is OUTSTANDING?
(food#anecdotes/miscellaneous),It took a bigger bite from my wallet than my appetite - I would not reccomend this to anyone that I would want to talk to me again!!
(anecdotes/miscellaneous),"Every time I visit NYC, I come here."
(food),The host (owner) and servers are personable and caring.
(ambience#food),It's always quiet because it's awful.
(food),"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)..."
(food#anecdotes/miscellaneous),new hamburger with special sauce is ok - at least better than big mac!
(anecdotes/miscellaneous),Bring your date and a bottle of wine!
(anecdotes/miscellaneous),"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."
(food#service),The service was dreadfully slow (the place was only half full) and a smile would have been nice...
(food#anecdotes/miscellaneous),We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.
(anecdotes/miscellaneous),"Unfortunately, with our show tickets, we didn't have time to sample any desserts."
(ambience),The avocado salad is a personal fave.
(food#anecdotes/miscellaneous),"Their twist on pizza is heatlhy, but full of flavor."
(anecdotes/miscellaneous#service),I always find myself sitting next to someone in the theatre industry- interesting to hear ideas hashed out while having a quick bite to eat.
(anecdotes/miscellaneous),They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).
(ambience),The folding chair I was seated at was uncomfortable.
(food),Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.
(food),First walking in the place seemed to have great ambience.
(food),good variety but nothing surprising.
(anecdotes/miscellaneous),It had been awhile and I forgot just how delicious crepes can be.
(anecdotes/miscellaneous),I can't stand this dungeon.
(food),Everytime I go there I can't pick anything to eat and not because the menu is filled with great things to eat.
(anecdotes/miscellaneous),i would recommend Jewel Bako if you want to feel like you were kicked in the groin and had to pay for it too.
(anecdotes/miscellaneous),"Definitely try the calamari, any pasta, or even the Sliced steak entree."
(food),"The food is good, the teriyaki I recommend."
(food#anecdotes/miscellaneous),I was especially impressed during the bday party when the waitstaff went above and beyond in helping me decorate and bring out a bday cake as well as offering prompt and friendly service to a 15 person party.
(service),I have eaten here several times before attending an afternoon performance.
(food),The main draw of this place is the price.
(anecdotes/miscellaneous),Their duck here is also absolutely delicious.
(service),"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on..."
(food#service),The service was very attentive and very generous.
(food#service),"don't get me wrong - sushi was good, just not fantastic."
(food),"Chef Vincenzo, always there if you need him, is a real talent and a real Roman."
(anecdotes/miscellaneous),There was only one waiter for the whole restaurant upstairs.
(food#anecdotes/miscellaneous),"The music was fascinating, but left room for conversation, and the bartender made superb drinks."
(anecdotes/miscellaneous),I discovered Applebees when I went away to college in VA.
(food#anecdotes/miscellaneous),"Give it a try, menu is typical French but varied."
(food#anecdotes/miscellaneous),"everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush atmosphere."
(food#service),The food is great and the prices are reasonable.
(anecdotes/miscellaneous#service),then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people.
(anecdotes/miscellaneous#service),"SUM IT: don't read the '10's' reviews, try it to judge for yourself so you won't have as hi expectations, then you'll be sure to enjoy it."
(anecdotes/miscellaneous),I absolutely suggest this place.
(anecdotes/miscellaneous),We didn't know if we should order a drink or leave?
(anecdotes/miscellaneous),"When she complained, the waitress said, Sorry."
(food#anecdotes/miscellaneous),The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.
(food#anecdotes/miscellaneous),"The food was extremely tasty, creatively presented and the wine excellent."
(food),Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.
(food),"Been to the one in Brooklyn for over 25 years, now I dont have to go over the bridge for the best pizza ....Hanx"
(anecdotes/miscellaneous),Try the Peanut Butter Sorbet and the pizza with soy cheese!
(food#anecdotes/miscellaneous#service),this is still one of my most favorite restaurants in the area the food is inexpensive but very good (kimono shrimp special was excellent) and has a great atmosphere.
(anecdotes/miscellaneous),The place is absolutely adorable and the food is delicious.
(food#anecdotes/miscellaneous),"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot)."
(anecdotes/miscellaneous),Horrible experience - stay away!
(anecdotes/miscellaneous),The spicy mussels are a highlight.
(service),Everything is very cheap.
(anecdotes/miscellaneous),WE ENDED UP IN LITTLE ITALY IN LATE AFTERNOON.
(ambience#anecdotes/miscellaneous),How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!
(food#anecdotes/miscellaneous#service),the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food.
(food#anecdotes/miscellaneous#service),Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.
(food),"My husband and I moved to Nolita 6 years ago and for as long as we have lived here, Peasant has been our favorite!"
(food),I went to Common Stock for brunch and I was so impressed.
(food#anecdotes/miscellaneous),Has the warmth of a family local yet it is a great place to watch sporting events.
(food),They specialize in smoothies and fresh juices.
(food#anecdotes/miscellaneous#service),I went this past Saturday and had a excellent meal of consisting of a braised lamb shank with mashed potatoes.
(anecdotes/miscellaneous),"I can understand the prices if it served better food, like some Chinese restaurants in midtown/uptown area."
(food),This is literally a hot spot when it comes to the food.
(anecdotes/miscellaneous),"Most importantly, it is reasonably priced."
(food#anecdotes/miscellaneous),This is the best unknown restaurant in and around New York.
(food#anecdotes/miscellaneous),We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.
(food#anecdotes/miscellaneous),"Great burgers, grilled cheeses and french fries."
(food),The chicken dinner was real good.
(anecdotes/miscellaneous),I stopped by for some brunch today and had the vegan cranberry pancakes and some rice milk.
(anecdotes/miscellaneous),Dieters stick to salads or indulge in vegetarian platters.
(food#anecdotes/miscellaneous),"but for the value, it was a great affordable spot to enjoy a fun night out with small group."
(anecdotes/miscellaneous),My girlfriend and I just spent our 10 month anniversary at Lou Lou.
(price#anecdotes/miscellaneous#service),I just have nothing to say about this place that is negative except that it's not a cheap night out...but it's SO worth it.
(food),"We recently spent New Year's Eve at the restaurant, and had a great experience, from the wine to the dessert menu."
(service),since the first time I came here I've been hooked.
(anecdotes/miscellaneous),"For someone who used to hate Indian food, Baluchi's has changed my mid."
(food),Had a great meal there this weekend before heading to the movies!
(food#anecdotes/miscellaneous),"It's a basic pizza joint, not much to look at, but the pizza is what I go for."
(anecdotes/miscellaneous),The portions of the food that came out were mediocre.
(food),"This place has the best Indian food in New York, hands down."
(food#anecdotes/miscellaneous),and the owner is simply lovely and friendly.
(anecdotes/miscellaneous),After dinner I heard music playing and discovered that there is a lounge downstairs.
(ambience#price#anecdotes/miscellaneous),"There are numerous shavue restaurants in LA, but few out here."
(service),"I've been to Sotto Voce several time, and I have to say this one place that hits the nail right on the head ever time!"
(food),i especially like their soft shell crab sandwich with fries.
(food),Have to tell you: Not at all impressed.
(food#anecdotes/miscellaneous),They have wheat crusted pizza made with really fresh and yummy ingredients.
(anecdotes/miscellaneous),I never had an orange donut before so I gave it a shot.
(food#anecdotes/miscellaneous#service),"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa."
(food#anecdotes/miscellaneous#service),"The bartenders and the managers are really nice and the decor is very comfy and laid-back, all the while being trendy."
(anecdotes/miscellaneous),How have I never been to Agave before?
(food),Sit back in one of those comfortable chairs.
(food#service),This little place is wonderfully warm welcoming.
(food),It's a great find in Astoria.
(food#service),"I'm glad I did as the food was very good and the staff was friendly, courteous and efficient."
(anecdotes/miscellaneous),I highly recommend this restaurant!!
(food),"Both were very good, but nothing you couldn't get at similar restaurant."
(food#anecdotes/miscellaneous),Most of the sandwiches are made with soy mayonaise which is actually pretty good.
(food),They have a very good chicken with avocado and good tuna as well.
(anecdotes/miscellaneous#service),Make more tables- perhaps a rooftop bar?
(food#anecdotes/miscellaneous),The only drawback is that it's a little pricey.
(food#anecdotes/miscellaneous),My only complaint might be the fortune cookies - I've never had a cookie predict bad luck for me before I visited Kar.
(food#anecdotes/miscellaneous),Somewhat disappointing wine list (only new vintages.
(food),"We had tons of great food, wine, and desserts."
(anecdotes/miscellaneous),"We went there, no one greeted us."
(food#anecdotes/miscellaneous),The sauce is zesty and flavorful and the crust is nice and crispy.
(service),Tiny restaurant with very fast service.
(food#service),"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly."
(anecdotes/miscellaneous),Chef Waldy's always measures up.
(food),The space is traditional in feel.
(anecdotes/miscellaneous),Desserts include flan and sopaipillas.
(anecdotes/miscellaneous),The food was almost always EXCELLENT.
(food#price),"Even after a few bad evenings at Bardolino, I keep coming back."
(food),It' only open for lunch but the food is so good!
(food#anecdotes/miscellaneous#service),I am surprised at the lower reviews because it is definitely better than other places I have tried with higher ratings.
(anecdotes/miscellaneous),Definitely something to come down and check out.
(food),their dinner specials are fantastic.
(food#anecdotes/miscellaneous),"The food was good, the service prompt, and the price very reasonable. "
